"module","module_size","overlap","p","FDR","genes"
"4","5796","184","0.29131","0.53929","KCNE2;TOMM40;MOV10;FHIT;GCOM1;POMC;ERGIC3;FAM58A;GATA6;DNAH17;ZFAND3;TMEM175;ASB3;MVK;DLG4;SYT13;MPP3;NR0B2;CYP46A1;COMMD7;SIX2;ROR2;QPCTL;HMG20A;KBTBD8;B3GALT4;BRCA2;CETP;GRINA;PRMT7;CSNK1G2;TMEM176A;ABHD2;FGFR4;SMAD3;ATP5SL;KAT8;PSRC1;NME7;AKT1;DDX42;PARP12;KAT5;TCF7L2;DGKG;ANGPTL4;PLTP;STARD3;KLC1;CTBP2;CPS1;CTCF;AKAP13;C16orf74;CYB5R2;SNX5;DNAJC27;HLA-B;HP;C3orf67;RNH1;TRIB1;GOLGA7B;KREMEN1;ZNF169;APOE;APOB;PCNXL2;UBE3C;PEPD;POC5;BCDIN3D;NID2;INADL;GCC1;ANXA11;THADA;NR1H3;GCK;ZNF274;UBE2E3;IGFBP2;VEGFA;VEGFB;FTO;PPP1R3B;ZBTB42;PRKD1;SLC22A4;SLC22A5;ASAP3;CDKAL1;GAS6;HHIPL1;C2CD4B;RAD23B;ATP6AP1L;LRPAP1;TLE4;KIF11;MCTP2;CACNB2;ARF5;HLA-C;BCL7B;ZBED3;KIAA1456;CTF1;ARVCF;MTHFR;PABPC4;CAMK4;HMGA1;NOL9;FES;SND1;SH2B1;ST7L;FADS2;NT5DC2;TNNI3K;TMEM154;TRAFD1;AK5;GPR85;WDR12;CXXC5;WWOX;LDLRAP1;C18orf8;GPSM1;ATPAF2;HMGXB4;TOM1;CUBN;JUND;LIMS2;PINX1;DAGLB;PRC1;SPC24;HIP1;SEMA6A;YWHAZ;CEBPA;UBASH3B;LPIN2;AXIN1;KLF14;FAM60A;KCNK3;KDM4C;SLC16A11;ATG7;SLC16A13;DGKB;HSD17B4;NT5C2;DCPS;PABPN1;C10orf35;ANXA9;HPR;TMEM160;TMEM163;PIGV;SNRPC;PBX4;INO80E;CTNNA2;BACE2;PLEKHG1;PEMT;OAZ2;PMVK;NOTCH2;CXCL12;NDUFS3;FUT2;DTNB;SERPINH1;MON1A;TUFM;ZNF652"
"188","36","2","0.30150","0.55358","OAS3;PARP12"
"115","121","5","0.31113","0.56661","MADD;SMG6;CMIP;ADCY9;TNS1"
"192","122","5","0.31714","0.57289","PINX1;TMEM18;RPS3A;MTCH2;UBE2L3"
"141","643","22","0.32363","0.57994","HFE;MARCH8;SNX13;UBE3C;RAB3GAP1;GBE1;REEP3;ZFP64;SCAMP1;ACAP2;DTNB;CREB1;SUFU;CAPZA1;PPP1CB;NCK1;SCARB2;PTEN;RND3;LACTB;COPB1;CMTM6"
"161","66","3","0.32784","0.58283","PLA2G6;MVK;EDC4"
"91","95","4","0.33055","0.58301","RSPO3;AUTS2;CHD1L;ARVCF"
"194","68","3","0.34465","0.60313","PARP12;OAS3;TRAFD1"
"181","189","7","0.35684","0.61962","C16orf74;CAPZA1;BMP2;DNAJC27;PDK1;HNF1A;PROX1"
"178","438","15","0.36289","0.62528","SNX13;UBE3B;SCARB2;TNIK;ATP5SL;KBTBD8;CSNK1G3;LDLR;DTNB;TOM1L2;CCR6;PRC1;MTAP;HIVEP1;ZC3HC1"
"180","43","2","0.37984","0.64949","LGR5;MYL2"
"221","44","2","0.39075","0.65884","KLF5;RALYL"
"125","104","4","0.39314","0.65884","FAF1;SARS;ACAA2;SAMM50"
"183","166","6","0.39685","0.65884","ZNF169;RBM5;SLC22A5;NOL9;ITIH4;TRIM66"
"16","958","31","0.39707","0.65884","C16orf74;LIMS2;SEPT9;RNH1;SMARCA4;FADS3;CBX1;PCNXL3;KCNK5;PEPD;ARF5;SLC16A11;BCL7B;NOS3;ARVCF;MTHFR;HMGA1;RNF6;ATP2B1;PBX4;SBK1;PEMT;BMP1;SLC22A17;ABCA6;ZBTB42;COPB1;WFS1;MON1A;TUFM;GPSM1"
"46","46","2","0.41231","0.67414","C3;ATG7"
"179","46","2","0.41231","0.67414","MTAP;USP37"
"126","80","3","0.44374","0.71833","TMEM160;JUND;LEMD2"
"216","175","6","0.44575","0.71833","EIF3H;RPL6;RPL27A;GTF3A;MTOR;TOMM20"
"203","50","2","0.45424","0.72679","PLEKHO2;LILRB2"
"69","499","16","0.45767","0.72709","EIF3H;NME7;KLHL32;GTF2F2;LEKR1;PSMD6;ZFAND6;PLEKHA7;GGCX;TOMM20;PTPN2;CERS2;TUB;ZFP64;RAB3D;NUFIP1"
"148","277","9","0.47310","0.74389","LILRB2;CSK;VAMP8;ALOX5;ADH5;KCNQ1;SEPT9;HECW1;GBE1"
"18","116","4","0.47489","0.74389","PHACTR1;OSM;LILRA5;PMAIP1"
"54","119","4","0.49471","0.76956","SYK;ALOX5;IKZF1;LILRB2"
"128","56","2","0.51377","0.79368","PSMD6;CNNM2"
"48","57","2","0.52326","0.79735","BTBD7;ZNF652"
"133","57","2","0.52326","0.79735","MAST2;DAGLB"
"19","92","3","0.53642","0.81188","PLA2G6;LCAT;BMP1"
"88","431","13","0.55816","0.83357","PSRC1;CEP68;KCNE4;CALCRL;MLXIPL;ACSS2;DGAT2;RNF130;MAP2K5;HS6ST3;ZBTB20;MMAB;LMOD1"
"75","95","3","0.55819","0.83357","SWI5;UBE2E3;SAMM50"
"81","5649","171","0.56801","0.84261","PCSK9;MFGE8;POMC;CLMN;FAM58A;AKT1;TOMM40;APOC1;LIPA;TMEM175;LEMD2;FURIN;PECAM1;MVK;DLG4;CYP46A1;ATP5SL;CCDC92;IRF2BP2;PHC1;ADH5;QPCTL;HDGF;GBE1;B3GALT4;MAEA;CDKN2A;GRINA;NUP93;PRMT7;CSNK1G2;TBL2;ADAMTS20;FGFR4;CXCL12;KAT8;PDXDC1;BMP1;SCARB1;KAT5;NIPSNAP3A;STARD3;CTCF;SPC24;HHIPL1;NGF;VLDLR;HLA-C;HLA-B;RBPMS2;SEPT9;RNH1;NAV1;DTNB;APOE;PEPD;MEIS1;SOX17;SYNE3;PVRL2;ANXA11;KSR2;RREB1;NR1H3;KLHL32;GFOD2;CSK;GCK;KCNQ1;IGFBP2;CHST8;MIA3;VEGFB;FRMD5;LMX1B;TMEM160;PRKD1;ELOVL4;UBE2Z;HS6ST3;SORT1;ASAP3;CDKAL1;GAS6;TMEM133;LRPAP1;SMAD6;CSMD1;MAP3K4;BCAS3;PLA2G6;LPAL2;PGS1;CBLN3;MARK4;DUSP9;SGCZ;BCL7B;LAMA2;DAGLB;ITIH4;CTF1;ASCL2;ACSS2;RXRA;HMGA1;MAST2;MTOR;FES;SND1;SH2B1;ST7L;FADS3;FADS2;NT5DC2;FAIM2;AP3S2;LRP4;SFRP5;SLC22A17;PGPEP1;LINC00470;WDR12;A2ML1;SIX2;LDLRAP1;GPSM1;ATPAF2;RBM5;PCBD2;TOM1;DNM2;LCAT;JUND;LIMS2;CYP17A1;INSR;MAP2K5;SMARCA4;YWHAZ;LPIN2;ARAP1;KLF14;MSC;WARS2;MTHFR;SLC16A11;ATG7;TH;JAG1;DGKG;FOLH1;DCPS;PABPN1;ST3GAL4;MLXIPL;MCM6;POU5F1;PIGV;PLEKHO2;INO80E;AXIN1;PEMT;ZBTB42;FUT2;KCNK5;MYLIP;BCL6;MON1A;TUFM;ZNF652"
"43","99","3","0.58624","0.85934","CAMSAP2;PRDM8;PHC1"
"41","169","5","0.59132","0.85934","LGR5;ABCA6;MET;AR;OLFM4"
"5","100","3","0.59307","0.85934","ZFAND6;COPS8;CDC123"
"139","65","2","0.59463","0.85934","OAS3;PARP12"
"71","205","6","0.59931","0.86029","INTS8;UBTF;ATP8B2;RBMS1;VEGFB;TCF19"
"129","66","2","0.60297","0.86029","FTO;UBE2R2"
"130","31","1","0.61803","0.87069","ZNF536"
"61","209","6","0.61804","0.87069","COPS8;MAU2;SNX5;DNM2;OSM;PGS1"
"222","175","5","0.62214","0.87100","SYK;LINC00861;RASGRP1;IKZF1;PIK3CG"
"57","256","7","0.66895","0.93071","XKR6;AMPD3;GRIK1;ALOX5;SLC22A4;NLRC5;NLRC3"
"210","153","4","0.69110","0.94974","TMEM154;LILRA5;OLFM4;LY86"
"151","153","4","0.69110","0.94974","NOA1;SRBD1;SPAG16;PPARA"
"135","1369","39","0.69782","0.95312","HS3ST5;DMRTA1;DHX38;MTIF3;IFNGR1;GIPR;RAF1;XRCC4;CBX1;NLRC3;FITM2;HIF1AN;PARK2;HBS1L;NIPSNAP3B;SPAG16;ZNF101;LMBRD1;ZFP64;HSD17B4;FANCL;BRAP;RAB3D;INSIG2;PTPN2;ANKS1A;C3orf38;C10orf107;GTF2F2;DYNC2LI1;DDX42;POM121L9P;AK5;GTF3A;SSR1;STK33;LACTB;COPB1;DCST2"
"109","41","1","0.72003","0.96514","TRIM66"
"96","41","1","0.72003","0.96514","HLA-B"
"42","41","1","0.72003","0.96514","RPS3A"
"107","415","11","0.72532","0.96514","LGR5;SRR;BACE2;DNAH11;LEKR1;BCL2L2-PABPN1;DLGAP2;WWOX;NXN;HLA-DQA2;EYA2"
"201","416","11","0.72816","0.96514","FOXP2;RBM5;DOCK1;FPGT-TNNI3K;RFX7;ERGIC3;HOXC6;INADL;ZBTB20;SETD2;ATXN2"
"104","125","3","0.73929","0.97066","ATXN2;CTF1;GCC1"
"144","166","4","0.75006","0.97066","IQCK;SRR;CTBP2;CNNM2"
"117","389","10","0.75312","0.97066","EIF3H;SLC44A3;TPT1;RPL6;TMEM18;APOH;RPS3A;TCF7L2;CRHR2;RPL27A"
"158","167","4","0.75421","0.97066","TMEM154;RASGRP1;CAMK4;MCTP2"
"9","4449","129","0.75652","0.97066","KCNE2;MOV10;DAPK1;ATP2B1;APOC4;SYNE3;NFE2L3;CYP46A1;CCDC92;QPCTL;B3GALT4;BRCA2;LIPG;ATP1B1;XKR6;GATA6;BMP4;MTCH2;PDXDC1;GTF2F2;DDX42;ANGPTL4;PLEKHA1;LACTB;COPB1;SPTY2D1;YIPF7;NOA1;HHIPL1;NGF;GGCX;GLIS3;FUBP1;HOXC4;PGPEP1;SFXN2;TRIB1;ZNF169;DDX59;TCTN1;KBTBD8;GUCY1A3;FBXL17;C11orf53;CCL20;GPR146;KCNK17;WWOX;FAM212B;GCKR;RHOU;CUX2;MOGAT2;PTPN2;FGF2;NUFIP1;ABCG5;ABCG8;NYNRIN;TOP1;SLC22A5;SKAP1;TTC39B;NOV;C2CD4A;SMAD6;TBX3;TBX5;GPRC5B;MTHFD2L;LPAL2;CBLN1;CYP7A1;GPR85;LAMA1;HHEX;KIAA1456;MYEOV;ASCL2;LINC00861;SULT1A2;BRAP;NOL9;ANKS1A;FSCN3;TRIM66;TNFAIP8;LIMS2;GALNT14;NMU;BUD13;IRS1;ADARB1;WDR12;ABCA1;ZNF131;FAM117B;C18orf8;AUTS2;HNF4A;AP3S2;MAP2K5;YWHAZ;KLF12;C6orf106;ZC3HC1;UBTF;GDF5;KCNK3;C3orf38;PACSIN3;EYA2;PLS1;KCNJ12;PIGC;ANXA9;TMEM163;RAB3D;PIGV;SUFU;ZNF274;PLEKHG1;OAZ2;ANK1;RND3;BCL9;KCNK5;CMTM6;HLA-DQA2"
"145","129","3","0.75833","0.97066","LILRA5;MCL1;ROPN1L"
"176","689","18","0.78322","0.99582","KCNJ11;ETV5;FN1;DAPK1;VAMP8;LY86;UBE2R2;CBLN1;NIPSNAP3A;SPTLC3;ZNF274;ANKS1B;MAFB;FAM120AOS;MTMR3;AS3MT;LPA;FUT2"
"37","176","4","0.78924","0.99582","ALOX5;LILRA5;LILRB2;KCNQ1"
"167","2051","57","0.79194","0.99582","LGR5;ATP2A1;PCBD2;PRKAG3;PPP2R3A;PABPC4;PDXDC1;DNM3;ANXA2;MYL2;CKM;ACHE;SEMA6D;ACAD11;BCAS3;DUSP26;INAFM2;PPP1R3B;ASB4;ACAA2;SGCG;C6orf106;SIX2;PARK2;KDM4C;FIGN;CAPN3;TBX15;GCC1;DUSP3;C4orf33;KCNJ11;RCAN2;ULK4;ITGB6;FAF1;LRRC2;ATP1B1;COL4A4;MACROD2;SND1;TYW5;TSPAN8;FTO;AKAP6;KCTD10;RBFOX1;FN1;POM121L9P;KAT5;NOTCH2;ANK1;ZBTB42;CUBN;KLC1;PROCR;YIPF7"
"67","96","2","0.79577","0.99582","LIPA;HFE"
"84","413","10","0.81345","1.0000","DNAH11;COL4A4;ANKRD55;HPR;HAVCR1;CSMD1;HECW1;KSR2;CNTNAP2;APOL5"
"68","223","5","0.81460","1.0000","ARNTL;ZBTB10;TRPS1;CASZ1;NR1H3"
"102","1676","45","0.83621","1.0000","DNAH17;STAB1;ATP2A1;DOCK6;PABPN1;AKT1;EDC4;RANBP10;GIPR;TMEM175;SEMA6C;DNAH11;DCPS;DLG4;KCNMA1;PLA2G6;TH;PFAS;LIPA;VWC2;MAU2;MLXIPL;MIR4686;PRMT7;GCKR;CSNK1G2;MAST2;POU5F1;FES;SH2B1;ST7L;FADS3;INO80E;OSBPL7;FTO;MAEA;ATXN2L;GALNT14;RBFOX3;BMP1;POM121L9P;KLC1;DCST2;CDKAL1;NOA1"
"105","109","2","0.84982","1.0000","SKAP1;NLRC3"
"204","112","2","0.86029","1.0000","PDGFRA;PDGFD"
"200","708","17","0.87416","1.0000","ELAVL4;STPG2;UBASH3B;PHACTR1;CHD1L;TIMD4;SYK;FAM60A;IL6R;CYP17A1;TRAF3;LINC00348;DNM3;ACHE;KLHL32;PRC1;C18orf8"
"199","9373","270","0.88861","1.0000","SSPN;DNAH17;MOV10;KCNE4;GNPDA2;GCOM1;PCSK1;ATP2B1;MARCH6;MFAP3;CSNK1G2;RANBP10;MAFB;LEMD2;TRAF3;FURIN;ASB3;ADAMTS7;ANKS1A;DLG4;POC1B;RAI1;MAP3K1;CACNA1D;FAM46A;ROPN1L;ROR2;IRF2BP2;PHC1;KLHL8;EVI5;PLXND1;LMBRD1;HMG20A;PFAS;LIPC;CDKN2A;CASZ1;SSR1;KCNJ2;LRRC7;HLA-DRB5;ADH5P4;RPH3A;PIK3C2G;HMGCR;IQCK;NXN;OSBPL7;LPA;USP37;ADCY5;C3orf38;MTCH2;BMP1;TENM2;NRXN3;RXRA;PTEN;L3MBTL3;PLEKHA7;ANGPTL3;CCDC85A;TLR4;GUCY1B3;STARD3;EYA2;CPS1;NOA1;IL20RA;COPS8;ATP2A1;SNX5;HLA-C;DOCK6;DOCK7;PGPEP1;DHX38;SLC44A3;SFXN2;EDC4;AXIN1;SEC16B;SPAG17;SKI;XRCC4;CHIC2;MADD;TCF21;PCNXL3;UBE3C;WISP1;KCNMA1;KBTBD8;BCDIN3D;GUCY1A3;ANGPTL4;FBXL17;NFIX;HUNK;KSR2;RREB1;TMEM45B;RBM43;MAU2;GFOD2;GCK;RNF130;FAM212B;MRAS;RHOU;SAMM50;SLC39A8;PAX6;VEGFA;COL4A2;COL4A1;PPARA;PHLDB1;COL16A1;LMX1B;BMP4;ZNF274;PPP1R3B;ETV1;LRIG1;TOM1L2;PEX5L;NYNRIN;ZC3H4;LDLRAP1;ELOVL4;STK33;ZNF423;SLC22A2;CPNE8;CAHM;ASAP3;PRDM8;DSCAML1;AGBL4;MYO1H;HDAC9;VSTM2A;DEFB1;NGF;MYLIP;SPRY2;CCDC92;CCR6;FRMD5;IDE;SSBP3;PLA2G6;ZBTB10;SPC24;LPAL2;PDE3A;CBLN3;CBLN1;MARK4;RPL6;MTHFR;TOM1;POMC;CAPN3;CADM2;BCL7B;CADM1;PHACTR1;FRK;PABPC4;HMGA2;CELSR2;SULT1A2;SRR;MAST2;SLC17A3;MTOR;SH2B3;SH2B1;ACHE;FADS3;IGF2BP2;FSCN3;NAV1;ATXN2L;GALNT14;LRP1;VPS26A;SFRP5;GRIK1;GNAT2;CITED2;SPAG16;ADARB1;SRBD1;A2ML1;SEPT9;ZMIZ1;NPC1L1;C18orf8;GPSM1;AUTS2;GOLGA7B;PCBD2;CPEB4;DNM2;LCAT;PDXDC1;DNM3;AP3S2;NPR3;GPR85;HNF4A;PRC1;ACAD11;HIP1;SEMA6C;RMI2;NLRC3;RPTOR;CMIP;INSIG2;ARAP1;DPYD;SMARCA4;MYBPHL;ACAA2;DHH;JAG1;HSD17B4;DGKG;FOLH1;HOXC4;PABPN1;C10orf35;TCTN1;ITGB6;ANXA9;CD47;INTS8;ACAP2;ABO;ATG4C;MCM6;SERPINA3;SUFU;ZNF101;PBX4;INO80E;MTAP;PCAT1;NEGR1;BRAP;PPP1CB;NCK1;C10orf107;BNC2;SYN2;ANK1;COL5A1;BCL9;LIMS2;KCNK5;PGS1;PPP3CA;BCL6;HAVCR1;HLA-DQA2"
"134","337","7","0.89248","1.0000","MADD;PCNXL2;ADCY3;GOLGA7B;QPCTL;STARD3;INAFM2"
"118","214","4","0.89526","1.0000","GTF3A;RPL6;COPS8;TPT1"
"202","459","10","0.89712","1.0000","GGCX;ATP6AP1L;SLC28A3;PMVK;LPP;CUX2;MARCH6;CAPN3;SNRPC;SYNE3"
"86","301","6","0.90046","1.0000","ZNF169;DLG4;MFAP3;GIPR;HBS1L;TRIM66"
"121","1040","25","0.91284","1.0000","CDH13;ST6GAL1;SKAP1;BCL11A;CCR6;IKZF1;FLT3;RMI2;NLRC3;ANKRD55;CAMK4;LRP1B;DUSP9;LY86;ZNF101;SLC44A3;LINC00861;ATG4C;ABCC11;CR2;ANK1;ELOVL4;SORT1;CRHR2;CCDC85A"
"213","141","2","0.93192","1.0000","SH2B1;SMAD3"
"79","790","17","0.95141","1.0000","KLF13;RBM5;DDX42;FUBP1;FHIT;FPGT-TNNI3K;C6orf106;CD47;SYNJ2BP;GNB1;PABPN1;PTPN2;PTBP2;TTC39B;LINC00861;GGNBP2;PROCR"
"214","229","3","0.97239","1.0000","FAF1;UBE2L3;UBE2E3"
"142","177","2","0.97321","1.0000","UBE3C;KIAA1462"
"211","184","2","0.97774","1.0000","COPS8;TPT1"
"147","192","2","0.98201","1.0000","SLC24A5;CLVS1"
"198","1593","35","0.98627","1.0000","NGF;FHIT;RPL27A;DEFB1;ERGIC3;PGPEP1;PODXL;AKT1;ACAD11;CYB5R2;C18orf42;COMMD7;DGKI;MAGI2;QPCTL;JAG1;KLHL32;ULK4;FAF1;DAAM1;LINC00861;PIGV;SARS;CXCL12;TMEM154;BACE2;XKR6;PEMT;PDXDC1;OAZ2;KAT5;SPAG17;NDUFS3;CAHM;CCDC85A"
"80","1323","28","0.98633","1.0000","RPL27A;TYW1B;ZFAND6;PIGC;SNRPC;AKR1C4;CDC123;CHIC2;TMEM18;TCTN1;STPG2;FANCL;EYA2;HHEX;TPT1;ERBB4;FAF1;NUDT3;UBE2E3;ABO;MCM6;PTPDC1;TRAFD1;BUD13;GALNT10;SPRY2;STK39;MMAB"
"101","430","6","0.99132","1.0000","RBM5;ULK4;CUBN;ZNF169;KLC1;TRIM66"
"196","1801","38","0.99523","1.0000","IL20RA;CDH13;BCL2L2-PABPN1;FHIT;PMVK;RPL27A;DOCK1;CLMN;ERGIC3;PODXL;MCL1;APOC1;SEC16B;HIP1;ADAMTS9;COMMD7;ARF5;ETS2;JAG1;NT5C2;CDKN2B;C10orf35;ABO;SWI5;TP53BP1;MACROD1;LAMC2;SNRPC;HLA-DRB5;CTNNA2;PDXDC1;VAMP8;OAZ2;NDUFS3;GOSR2;CAHM;MYLIP;MMAB"
"85","1381","27","0.99608","1.0000","ELAVL4;TMEM133;GLIS3;C3orf67;SLC44A3;ZMAT4;OLFM4;GPRC5B;CYP46A1;KCNMA1;LRP1B;SLC12A3;CCL20;EDN3;GPR85;CDKN2A;KCNK17;SATB2;IQCK;ETV1;ZNRF3;SLC17A3;ADRB1;MYO16;SLC18A1;HAVCR1;DSCAML1"
"34","206","1","0.99836","1.0000","MET"
"175","567","6","0.99958","1.0000","HIST1H4C;CNNM2;MTMR3;SRR;ZBTB20;CLVS1"
"120","792","6","1.0000","1.0000","ETV5;NFE2L3;SLC24A5;CYP17A1;GPC6;CLVS1"
"209","4614","79","1.0000","1.0000","HIST1H4C;CDH13;DNAH17;MOV10;DNAH11;MFGE8;ST6GAL1;PRKAG3;PPP2R3A;TYW1B;CACNB2;TSPAN16;CBLN3;PODXL;ZFAND6;BRCA2;MTIF3;KIF11;TMEM160;FRMD5;RREB1;RAD23B;SKI;BCAS3;SEMA6A;ADORA2A;RARB;CERS2;RASD1;ADAMTS3;STPG2;HIF1AN;COMMD7;PARK2;BCDIN3D;ANXA9;UBE2Z;STK33;PRKD1;PEX5L;RPS3A;FANCL;KCTD10;HMG20A;JUND;NUDT3;ITIH4;ITGB6;FAF1;LRRC7;HMGA2;ANKS1B;CRB2;SLC39A8;TMEM75;PAX6;POU5F1;DEPDC1;ST7L;RBFOX3;ATXN2L;CNNM2;BUD13;ALK;AKAP2;SFRP5;GRIK1;NRXN3;KAT5;LEKR1;THADA;POMC;PLEKHA7;ANGPTL3;ANGPTL1;VAMP8;CAHM;ZBTB20;LDLRAP1"
"95","108","0","1.0000","1.0000",""
"99","67","0","1.0000","1.0000",""
"215","100","0","1.0000","1.0000",""
"100","29","0","1.0000","1.0000",""
"111","68","0","1.0000","1.0000",""
"172","75","0","1.0000","1.0000",""
"90","41","0","1.0000","1.0000",""
"21","14","0","1.0000","1.0000",""
"25","66","0","1.0000","1.0000",""
"143","70","0","1.0000","1.0000",""
"193","142","0","1.0000","1.0000",""
"146","61","0","1.0000","1.0000",""
"190","19","0","1.0000","1.0000",""
"157","16","0","1.0000","1.0000",""
"64","31","0","1.0000","1.0000",""
"62","38","0","1.0000","1.0000",""
"93","49","0","1.0000","1.0000",""
"112","17","0","1.0000","1.0000",""
